"customerid","age","gender","Marital Status","income","transactionid","Date","productid","price","qty","totalamount","storeid","storename","groupstore","Type","latitude","longitude","Product Name"
267,22,0,Single,"0",TR13110,"01/03/2022",P5,4200,2,8400,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Thai Tea
244,21,1,Single,"3,64",TR13285,"01/03/2022",P1,8800,3,26400,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Choco Bar
444,53,0,Married,"15,31",TR18419,"01/03/2022",P3,7500,5,37500,13,Buana,Buana,General Trade,"-1,26916","116,825264",Crackers
445,51,0,Married,"14,48",TR22859,"01/03/2022",P5,4200,2,8400,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Thai Tea
285,20,0,Single,"0",TR31256,"01/03/2022",P5,4200,5,21000,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Thai Tea
365,28,0,Single,"6,05",TR31756,"01/03/2022",P6,18000,4,72000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Cashew
342,48,1,Married,"13,55",TR33164,"01/03/2022",P2,3200,4,12800,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Ginger Candy 
213,24,1,Single,"5,72",TR37464,"01/03/2022",P7,9400,2,18800,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Coffee Candy
179,25,1,Single,"5,95",TR38919,"01/03/2022",P2,3200,5,16000,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Ginger Candy 
440,40,0,Married,"3,47",TR39596,"01/03/2022",P1,8800,5,44000,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Choco Bar
13,23,0,Single,"2,03",TR46900,"01/03/2022",P7,9400,4,37600,13,Buana,Buana,General Trade,"-1,26916","116,825264",Coffee Candy
311,61,1,Married,"7,64",TR47958,"01/03/2022",P1,8800,9,79200,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Choco Bar
65,38,0,Married,"4,36",TR75077,"01/03/2022",P4,12000,2,24000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Potato Chip
313,46,0,Married,"15,39",TR78899,"01/03/2022",P2,3200,7,22400,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Ginger Candy 
236,28,0,Married,"3,13",TR87330,"01/03/2022",P5,4200,2,8400,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Thai Tea
346,62,0,Married,"5,08",TR93040,"01/03/2022",P3,7500,2,15000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Crackers
2,60,1,Married,"6,23",TR93130,"01/03/2022",P2,3200,5,16000,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Ginger Candy 
393,22,0,Single,"0",TR94809,"01/03/2022",P1,8800,7,61600,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Choco Bar
300,25,1,Single,"4,22",TR10884,"02/03/2022",P9,10000,1,10000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Yoghurt
228,46,0,Married,"11,31",TR13266,"02/03/2022",P4,12000,3,36000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Potato Chip
189,59,1,Single,"5,15",TR16146,"02/03/2022",P9,10000,4,40000,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Yoghurt
46,36,1,Married,"8,31",TR2071,"02/03/2022",P9,10000,6,60000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Yoghurt
350,38,0,Single,"7,95",TR21226,"02/03/2022",P5,4200,3,12600,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Thai Tea
95,52,0,Married,"17,42",TR24696,"02/03/2022",P2,3200,4,12800,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Ginger Candy 
263,40,1,Married,"10,21",TR27062,"02/03/2022",P6,18000,3,54000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Cashew
431,40,1,Married,"9,51",TR3460,"02/03/2022",P8,16000,2,32000,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Oat
425,58,1,Married,"7,22",TR37234,"02/03/2022",P5,4200,5,21000,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Thai Tea
409,47,0,Married,"28,23",TR42008,"02/03/2022",P9,10000,7,70000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Yoghurt
199,41,0,Married,"7,9",TR43969,"02/03/2022",P6,18000,4,72000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Cashew
212,36,0,Married,"7,96",TR56422,"02/03/2022",P7,9400,3,28200,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Coffee Candy
280,60,1,Married,"9,57",TR56774,"02/03/2022",P2,3200,7,22400,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Ginger Candy 
38,56,0,Married,"14,32",TR56905,"02/03/2022",P5,4200,4,16800,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Thai Tea
365,28,0,Single,"6,05",TR58006,"02/03/2022",P10,15000,3,45000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Cheese Stick
207,35,1,Married,"10,54",TR58489,"02/03/2022",P2,3200,6,19200,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Ginger Candy 
331,54,0,Married,"16,19",TR61030,"02/03/2022",P2,3200,6,19200,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Ginger Candy 
325,37,0,Single,"3,25",TR63325,"02/03/2022",P5,4200,4,16800,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Thai Tea
130,40,0,Married,"9,73",TR65502,"02/03/2022",P2,3200,4,12800,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Ginger Candy 
251,45,1,Married,"3,38",TR66071,"02/03/2022",P8,16000,2,32000,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Oat
121,26,0,Single,"2,93",TR69836,"02/03/2022",P4,12000,2,24000,13,Buana,Buana,General Trade,"-1,26916","116,825264",Potato Chip
100,45,1,Married,"6,71",TR7411,"02/03/2022",P5,4200,4,16800,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Thai Tea
199,41,0,Married,"7,9",TR75842,"02/03/2022",P10,15000,5,75000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Cheese Stick
384,59,1,Married,"4,42",TR76754,"02/03/2022",P1,8800,6,52800,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Choco Bar
322,41,0,Married,"20,01",TR79718,"02/03/2022",P5,4200,3,12600,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Thai Tea
229,32,0,Married,"10,17",TR7991,"02/03/2022",P1,8800,5,44000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Choco Bar
18,47,0,Married,"13,6",TR82557,"02/03/2022",P3,7500,2,15000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Crackers
293,54,0,Married,"10,4",TR83,"02/03/2022",P5,4200,3,12600,13,Buana,Buana,General Trade,"-1,26916","116,825264",Thai Tea
217,39,1,Single,"6,96",TR94484,"02/03/2022",P5,4200,2,8400,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Thai Tea
346,62,0,Married,"5,08",TR97998,"02/03/2022",P3,7500,1,7500,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Crackers
191,35,1,Married,"8,3",TR99645,"02/03/2022",P10,15000,5,75000,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Cheese Stick
388,44,1,Married,"16,12",TR10492,"03/03/2022",P8,16000,1,16000,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Oat
83,34,1,Married,"10,88",TR11956,"03/03/2022",P5,4200,3,12600,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Thai Tea
139,38,1,Married,"5,17",TR13638,"03/03/2022",P5,4200,5,21000,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Thai Tea
421,35,0,Married,"9,01",TR14623,"03/03/2022",P4,12000,5,60000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Potato Chip
127,27,0,Married,"2,07",TR15464,"03/03/2022",P6,18000,2,36000,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Cashew
244,21,1,Single,"3,64",TR22245,"03/03/2022",P10,15000,3,45000,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Cheese Stick
254,58,0,Single,"6,05",TR33325,"03/03/2022",P6,18000,4,72000,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Cashew
354,53,1,Married,"16,94",TR35416,"03/03/2022",P1,8800,8,70400,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Choco Bar
263,40,1,Married,"10,21",TR48165,"03/03/2022",P10,15000,3,45000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Cheese Stick
59,46,1,Married,"10,57",TR48564,"03/03/2022",P7,9400,3,28200,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Coffee Candy
27,43,0,Married,"17,42",TR58056,"03/03/2022",P2,3200,3,9600,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Ginger Candy 
29,59,1,Married,"10,5",TR60144,"03/03/2022",P7,9400,6,56400,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Coffee Candy
259,59,1,Married,"4,44",TR60335,"03/03/2022",P2,3200,3,9600,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Ginger Candy 
165,44,1,Married,"14,58",TR61867,"03/03/2022",P5,4200,4,16800,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Thai Tea
399,52,1,Single,"33,77",TR74302,"03/03/2022",P5,4200,4,16800,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Thai Tea
249,47,0,Married,"13,34",TR81667,"03/03/2022",P2,3200,7,22400,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Ginger Candy 
389,30,1,Married,"3,72",TR81928,"03/03/2022",P5,4200,2,8400,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Thai Tea
172,57,1,Married,"8,96",TR83807,"03/03/2022",P1,8800,2,17600,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Choco Bar
50,31,1,Married,"6,01",TR88912,"03/03/2022",P10,15000,1,15000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Cheese Stick
65,38,0,Married,"4,36",TR897,"03/03/2022",P5,4200,3,12600,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Thai Tea
126,56,0,Married,"15,75",TR89729,"03/03/2022",P7,9400,4,37600,13,Buana,Buana,General Trade,"-1,26916","116,825264",Coffee Candy
170,36,0,Married,"7,55",TR91355,"03/03/2022",P3,7500,5,37500,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Crackers
298,38,1,Married,"8,99",TR93283,"03/03/2022",P2,3200,5,16000,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Ginger Candy 
121,26,0,Single,"2,93",TR96936,"03/03/2022",P3,7500,5,37500,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Crackers
94,53,0,Married,"12,94",TR9709,"03/03/2022",P10,15000,2,30000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Cheese Stick
226,18,0,Single,"0",TR97478,"03/03/2022",P6,18000,4,72000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Cashew
234,61,1,Married,"10,86",TR98430,"03/03/2022",P7,9400,3,28200,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Coffee Candy
270,49,1,Married,"8,81",TR25341,"04/03/2022",P7,9400,4,37600,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Coffee Candy
438,36,1,Single,"5,43",TR34368,"04/03/2022",P2,3200,5,16000,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Ginger Candy 
85,59,1,Married,"7,89",TR37123,"04/03/2022",P3,7500,2,15000,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Crackers
285,20,0,Single,"0",TR38909,"04/03/2022",P3,7500,4,30000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Crackers
356,56,0,Married,"13,25",TR39176,"04/03/2022",P10,15000,5,75000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Cheese Stick
358,32,1,Married,"3,2",TR4544,"04/03/2022",P3,7500,3,22500,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Crackers
31,38,0,Married,"9,61",TR53931,"04/03/2022",P7,9400,2,18800,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Coffee Candy
188,46,1,Married,"25,22",TR54885,"04/03/2022",P1,8800,5,44000,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Choco Bar
112,31,1,Married,"4,44",TR65295,"04/03/2022",P5,4200,5,21000,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Thai Tea
133,47,1,Married,"20,81",TR66478,"04/03/2022",P5,4200,3,12600,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Thai Tea
323,58,0,Married,"10,55",TR67562,"04/03/2022",P2,3200,6,19200,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Ginger Candy 
92,60,0,Married,"10,72",TR7418,"04/03/2022",P4,12000,2,24000,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Potato Chip
212,36,0,Married,"7,96",TR79620,"04/03/2022",P9,10000,4,40000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Yoghurt
430,55,1,Single,"18,37",TR83712,"04/03/2022",P2,3200,5,16000,13,Buana,Buana,General Trade,"-1,26916","116,825264",Ginger Candy 
277,60,1,Married,"9,38",TR94357,"04/03/2022",P9,10000,4,40000,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Yoghurt
208,39,1,Married,"7,52",TR97857,"04/03/2022",P2,3200,5,16000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Ginger Candy 
219,39,0,Single,"9,73",TR10918,"05/03/2022",P5,4200,4,16800,13,Buana,Buana,General Trade,"-1,26916","116,825264",Thai Tea
47,35,1,Married,"9,56",TR38050,"05/03/2022",P7,9400,3,28200,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Coffee Candy
199,41,0,Married,"7,9",TR41890,"05/03/2022",P4,12000,3,36000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Potato Chip
212,36,0,Married,"7,96",TR42708,"05/03/2022",P8,16000,2,32000,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Oat
14,58,1,Married,"10,18",TR62377,"05/03/2022",P10,15000,4,60000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Cheese Stick
126,56,0,Married,"15,75",TR72079,"05/03/2022",P5,4200,2,8400,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Thai Tea
365,28,0,Single,"6,05",TR90751,"05/03/2022",P1,8800,9,79200,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Choco Bar
374,32,0,Single,"5,4",TR98496,"05/03/2022",P5,4200,2,8400,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Thai Tea
305,29,1,Married,"4,08",TR11335,"06/03/2022",P2,3200,4,12800,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Ginger Candy 
381,39,0,Married,"6,92",TR1674,"06/03/2022",P10,15000,1,15000,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Cheese Stick
138,37,1,Married,"8,96",TR18750,"06/03/2022",P10,15000,5,75000,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Cheese Stick
322,41,0,Married,"20,01",TR24260,"06/03/2022",P10,15000,2,30000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Cheese Stick
120,30,0,Married,"2,48",TR26867,"06/03/2022",P8,16000,3,48000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Oat
308,45,0,Married,"10,72",TR31261,"06/03/2022",P1,8800,5,44000,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Choco Bar
104,31,1,Married,"7,92",TR37037,"06/03/2022",P9,10000,2,20000,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Yoghurt
283,19,1,Single,"0",TR40997,"06/03/2022",P2,3200,3,9600,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Ginger Candy 
114,22,0,Single,"3,14",TR41021,"06/03/2022",P2,3200,4,12800,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Ginger Candy 
293,54,0,Married,"10,4",TR47724,"06/03/2022",P7,9400,3,28200,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Coffee Candy
213,24,1,Single,"5,72",TR55212,"06/03/2022",P7,9400,3,28200,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Coffee Candy
222,45,0,Married,"15,03",TR64718,"06/03/2022",P9,10000,5,50000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Yoghurt
422,21,1,Single,"3,88",TR7259,"06/03/2022",P10,15000,5,75000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Cheese Stick
51,36,0,Married,"7,95",TR74684,"06/03/2022",P7,9400,2,18800,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Coffee Candy
402,51,0,Married,"17,65",TR83945,"06/03/2022",P2,3200,6,19200,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Ginger Candy 
63,58,0,Married,"10,78",TR96075,"06/03/2022",P8,16000,3,48000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Oat
102,39,0,Married,"6,44",TR11672,"07/03/2022",P5,4200,4,16800,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Thai Tea
356,56,0,Married,"13,25",TR11768,"07/03/2022",P1,8800,2,17600,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Choco Bar
263,40,1,Married,"10,21",TR46867,"07/03/2022",P1,8800,9,79200,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Choco Bar
132,41,0,Married,"17,69",TR52577,"07/03/2022",P3,7500,5,37500,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Crackers
165,44,1,Married,"14,58",TR54824,"07/03/2022",P8,16000,2,32000,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Oat
66,37,1,Married,"3,04",TR62021,"07/03/2022",P9,10000,6,60000,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Yoghurt
173,59,0,Married,"4,59",TR62324,"07/03/2022",P2,3200,3,9600,13,Buana,Buana,General Trade,"-1,26916","116,825264",Ginger Candy 
124,28,0,Single,"5,12",TR65426,"07/03/2022",P3,7500,4,30000,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Crackers
258,51,0,Married,"12,57",TR78728,"07/03/2022",P3,7500,5,37500,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Crackers
42,60,0,Married,"10,28",TR79324,"07/03/2022",P10,15000,2,30000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Cheese Stick
55,34,1,Married,"8,44",TR80439,"07/03/2022",P3,7500,5,37500,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Crackers
352,69,0,Single,"6,15",TR81252,"07/03/2022",P5,4200,5,21000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Thai Tea
89,32,0,Married,"9,68",TR85821,"07/03/2022",P1,8800,10,88000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Choco Bar
65,38,0,Married,"4,36",TR86699,"07/03/2022",P9,10000,1,10000,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Yoghurt
438,36,1,Single,"5,43",TR94304,"07/03/2022",P7,9400,5,47000,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Coffee Candy
191,35,1,Married,"8,3",TR94525,"07/03/2022",P8,16000,2,32000,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Oat
350,38,0,Single,"7,95",TR96082,"07/03/2022",P9,10000,5,50000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Yoghurt
431,40,1,Married,"9,51",TR99870,"07/03/2022",P5,4200,4,16800,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Thai Tea
4,31,1,Married,"4,87",TR13511,"08/03/2022",P3,7500,5,37500,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Crackers
430,55,1,Single,"18,37",TR49217,"08/03/2022",P4,12000,1,12000,13,Buana,Buana,General Trade,"-1,26916","116,825264",Potato Chip
355,19,1,Single,"0",TR57833,"08/03/2022",P10,15000,2,30000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Cheese Stick
311,61,1,Married,"7,64",TR74939,"08/03/2022",P5,4200,4,16800,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Thai Tea
269,39,1,Married,"6,3",TR84490,"08/03/2022",P8,16000,1,16000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Oat
365,28,0,Single,"6,05",TR92165,"08/03/2022",P6,18000,3,54000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Cashew
298,38,1,Married,"8,99",TR19367,"09/03/2022",P7,9400,6,56400,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Coffee Candy
360,54,0,Married,"35,78",TR23583,"09/03/2022",P3,7500,2,15000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Crackers
40,19,0,Single,"3,48",TR26684,"09/03/2022",P10,15000,2,30000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Cheese Stick
198,45,0,Married,"10,69",TR32237,"09/03/2022",P2,3200,6,19200,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Ginger Candy 
294,54,1,Married,"19,07",TR48377,"09/03/2022",P9,10000,1,10000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Yoghurt
430,55,1,Single,"18,37",TR48509,"09/03/2022",P10,15000,2,30000,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Cheese Stick
277,60,1,Married,"9,38",TR48538,"09/03/2022",P4,12000,3,36000,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Potato Chip
140,54,0,Married,"9,57",TR52759,"09/03/2022",P8,16000,3,48000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Oat
58,27,1,Married,"4,43",TR55578,"09/03/2022",P10,15000,5,75000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Cheese Stick
338,46,1,Married,"5,12",TR55776,"09/03/2022",P5,4200,4,16800,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Thai Tea
199,41,0,Married,"7,9",TR56320,"09/03/2022",P4,12000,3,36000,13,Buana,Buana,General Trade,"-1,26916","116,825264",Potato Chip
19,24,1,Single,"4,14",TR77452,"09/03/2022",P1,8800,8,70400,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Choco Bar
21,52,0,Married,"12,72",TR83825,"09/03/2022",P5,4200,2,8400,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Thai Tea
37,51,0,Married,"17,11",TR90458,"09/03/2022",P5,4200,3,12600,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Thai Tea
263,40,1,Married,"10,21",TR99010,"09/03/2022",P6,18000,3,54000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Cashew
309,23,0,Single,"3,03",TR99670,"09/03/2022",P1,8800,2,17600,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Choco Bar
173,59,0,Married,"4,59",TR13542,"10/03/2022",P6,18000,3,54000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Cashew
388,44,1,Married,"16,12",TR17932,"10/03/2022",P5,4200,2,8400,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Thai Tea
24,37,0,Married,"9,53",TR22169,"10/03/2022",P8,16000,1,16000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Oat
394,50,0,Married,"7,19",TR46187,"10/03/2022",P7,9400,6,56400,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Coffee Candy
57,33,1,Married,"6,5",TR48294,"10/03/2022",P5,4200,2,8400,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Thai Tea
7,31,0,Married,"4,57",TR5151,"10/03/2022",P8,16000,2,32000,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Oat
278,31,1,Married,"9,76",TR51711,"10/03/2022",P7,9400,4,37600,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Coffee Candy
64,48,1,Married,"7,92",TR53069,"10/03/2022",P2,3200,6,19200,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Ginger Candy 
174,45,1,Married,"17,34",TR59752,"10/03/2022",P9,10000,2,20000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Yoghurt
